"_id","author_details","title","isbn","publisher","date_published","rating","bookshelf_id","bookshelf","read","series_details","pages","notes","list_price","anthology","location","read_start","read_end","format","signed","loaned_to","anthology_titles","description","genre","language","date_added","goodreads_book_id","last_goodreads_sync_date","last_update_date","book_uuid",
"1","Miéville, China","Kraken","9780345497505","Del Rey","2011-03-15","0","1,","Default,","0","","509","","16.0","0","","","","Paperback","0","","","With this outrageous new novel, China Miéville has written one of the strangest, funniest, and flat-out scariest books you will read this—or any other—year. The London that comes to life in Kraken is a weird metropolis awash in secret currents of myth and magic, where criminals, police, cultists, and wizards are locked in a war to bring about—or prevent—the End of All Things.<br><br>In the Darwin Centre at London’s Natural History Museum, Billy Harrow, a cephalopod specialist, is conducting a tour whose climax is meant to be the Centre’s prize specimen of a rare Architeuthis dux<em>—</em>better known as the Giant Squid. But Billy’s tour takes an unexpected turn when the squid suddenly and impossibly vanishes into thin air.<br><br>As Billy soon discovers, this is the precipitating act in a struggle to the death between mysterious but powerful forces in a London whose existence he has been blissfully ignorant of until now, a city whose denizens—human and otherwise—are adept in magic and murder.<br><br>There is the Congregation of God Kraken, a sect of squid worshippers whose roots go back to the dawn of humanity—and beyond. There is the criminal mastermind known as the Tattoo, a merciless maniac inked onto the flesh of a hapless victim. There is the FSRC—the Fundamentalist and Sect-Related Crime Unit—a branch of London’s finest that fights sorcery <strong>\n  <br></strong><br>with sorcery. There is Wati, a spirit from ancient Egypt who leads a ragtag union of magical familiars. There are the Londonmancers, who read the future in the city’s entrails. There is Grisamentum, London’s greatest wizard, whose shadow lingers long after his death. And then there is Goss and Subby, an ageless old man and a cretinous boy who, together, constitute a terrifying—yet darkly charismatic—demonic duo.<br><br>All of them—and others—are in pursuit of Billy, who inadvertently holds the key to the missing squid, an embryonic god whose powers, properly harnessed, can destroy all that is, was, and ever shall be.<br> <br><br><br><em>From the Hardcover edition.</em>","Fiction / Fantasy / Epic","English","2014-01-21 19:02:06","9516288","2014-09-27 04:21:04","2014-09-14 22:53:14","0b1593b4f1ce5c059f51d9e8d4ba9284",
"2","Pratchett, Terry|Kidby, Paul","Last Hero, The","9780060507770","Harper Voyager","2002-08-20","0","1,","Default,","0","Discworld (27)|Discworld - Rincewind series (7)|Discworld: Rincewind (7)","176","","21.99","0","","","","Paperback","0","","","Cohen the Barbarian. He's been a legend in his own lifetime.<br>He can remember the good old days of high adventure, when being a Hero meant one didn't have to worry about aching backs and lawyers and civilization. But these days, he can't always remember just where he put his teeth...So now, with his ancient (yet still trusty) sword and new walking stick in hand, Cohen gathers a group of his old -- very old -- friends to embark on one final quest. He's going to climb the highest mountain of Discworld and meet the gods.It's time the Last Hero in the world returns what the first hero stole. Trouble is, that'll mean the end of the world, if no one stops him in time.","Fiction / Fantasy / General","English","2014-01-21 19:02:24","34503","2014-09-27 04:21:11","2014-09-14 22:53:18","736c07387a86377b4f2667d5ecbf9529",
"3","Willingham, Bill|Andrews, Esao|Bolton, John|Buckingham, Mark|Jean, James|Kim, Derek Kirk|McPherson, Tara|Thompson, Jill|Wheatley, Mark|Kaluta, Michael W.|Vess, Charles|Klein, Todd|Kaluta, Michael Wm.","Fables: 1001 Nights Of Snowfall","9781401203672","Vertigo","2006-10-18","0","1,","Default,","0","Fables|Fables +|Fables (Collected)|Fables (90\\|companion)","144","","19.99","0","","","","Hardcover","0","","","Don't miss this stunning original hardcover collection written by FABLES creator Bill Willingham set in the early days of Fabletown, long before the FABLES series began! Featuring sequences illustrated by Charles Vess, Brian Bolland, John Bolton, Michael Wm. Kaluta, James Jean, Mark Buckingham, Jill Thompson and more, 1,001 NIGHTS OF SNOWFALL is both an entry point to the critically acclaimed series and an essential part of Willingham's enchanting and imaginative FABLES mythos.<br><br>Traveling in Arabia as an Ambassador from the exiled FABLES community, Snow White is captured by the local sultan who wants to marry her (and then kill her). But the clever Snow attempts to charm the sultan instead by playing Scheherazade, telling him fantastic stories for a total of 1,001 nights. Running the gamut from horror to dark intrigue to mercurial coming-of-age, FABLES:1,001 NIGHTS OF SNOWFALL reveals the secret histories of familiar FABLES characters through a series of compelling and visually illustrative tales.","","English","2014-01-21 19:02:41","21322","2014-09-27 04:21:17","2014-09-14 22:53:21","a10aa1d3b85c3a56f1bee3bbe8a100e0",
"4","Vaughan, Brian K.|Guerra, Pia|Jr., José Marzán|Marzán, José","Y: the Last Man, Vol. 1: Unmanned","9781563899805","Vertigo","2003-01-01","0","1,","Default,","0","Y: The Last Man (1)|Y: The Last Man (1\\|1-5)","126","","14.99","0","","","","Paperback","0","","","""Y"" is none other than unemployed escape artist Yorick Brown (his father was a Shakespeare buff), and he's seemingly the only male human left alive after a mysterious plague kills all Y-chromosome carriers on earth. But why are he and his faithful companion, the often testy male monkey Ampersand, still alive? He sets out to find the answer (and his girlfriend), while running from angry female Republicans (now running the government), Amazon wannabes that include his own sister (seemingly brainwashed), and other threats. The Vertigo team of Brian K. Vaughan, Pia Guerra, and Jose Marzan Jr. have given us a great read!","Comics & Graphic Novels / Science Fiction","English","2014-01-21 19:02:53","156534","2014-09-27 04:21:23","2014-09-14 22:53:24","2c8e956ff7d7ef2342767d736b0b8b51",
"5","Vaughan, Brian K.|Guerra, Pia|Jr., José Marzán","Y: the Last Man, Vol. 2: Cycles","9781401200763","Vertigo","2003-09-01","0","1,","Default,","0","Y: The Last Man (2)|Y: The Last Man (2\\|6-10)","128","","14.99","0","","","","Paperback","0","","","<b>WINNER OF THREE EISNER AWARDS</b><p>As Yorick Brown, the last man on Earth, begins to make his way across the country to California, he and his companions are forced to make an unscheduled stop in Marrisville, Ohio—a small town with a big secret. Collects issues #6-10 of the runaway hit Vertigo series by Brian K. Vaughan (EX-MACHINA, RUNAWAYS) and Pia Guerra.</p>","Fiction / General","English","2014-01-21 19:03:05","332631","2014-09-27 04:21:29","2014-09-14 22:53:30","b2359c1707216e1f32367469608ae8b2",
"6","Vaughan, Brian K.|Staples, Fiona","Saga, Volume 1","9781607066019","Image Comics","2012-10-23","0","1,","Default,","0","Saga|Saga (6\\|Vol. 1)|Saga Collected (1)","160","","9.99","0","","","","Paperback","0","","","When two soldiers from opposite sides of a never-ending galactic war fall in love, they risk everything to bring a fragile new life into a dangerous old universe. <br><br>From New York Times bestselling writer Brian K. Vaughan (Y: The Last Man, Ex Machina) and critically acclaimed artist Fiona Staples (Mystery Society, North 40), <em>Saga</em> is the sweeping tale of one young family fighting to find their place in the worlds. Fantasy and science fiction are wed like never before in this sexy, subversive drama for adults. <br><br>This specially priced volume collects the first six issues of the smash-hit series The Onion A.V. Club calls ""the emotional epic Hollywood wishes it could make.""<br><br>Collects Saga issues #1-6.","Comics & Graphic Novels / Science Fiction","English","2014-01-21 19:03:15","15704307","2014-09-27 04:21:36","2014-09-14 22:53:33","d8c39c8be57d2758ffec7b23bd7f994c",
"7","Vaughan, Brian K.|Staples, Fiona","Saga, Volume 2","9781607066927","Image Comics","2013-07-02","0","1,","Default,","0","Saga|Saga (12\\|Vol. 2)|Saga Collected (2)","144","","14.99","0","","","","Paperback","0","","","The smash-hit ongoing epic continues! Thanks to her star-crossed parents Marko and Alana, newborn baby Hazel has already survived lethal assassins, rampaging armies, and alien monstrosities, but in the cold vastness of outer space, the little girl encounters something truly frightening: her grandparents!<br><br>Collects Saga issues #7-12","Comics & Graphic Novels / Science Fiction","English","2014-01-21 19:03:25","17131869","2014-09-27 04:21:42","2014-09-14 22:53:35","708bb26b573c619f9377589069148afd",
"9","Milligan, Peter","Tank Girl: the Odyssey","9781845767631","Titan Books","2009-11-10","0","1,","Default,","0","Tank Girl|Remastered Edition|Unnumbered)","112","","14.95","0","","","","Paperback","0","","","A demented take on Homer’s classical Greek epic, <em>The Odyssey</em>, brought to you by the twisted genius of Peter Milligan (<em>X-Statix</em>) and Tank Girl co-creator and artist, Jamie Hewlett (<em>Gorillaz</em>).<br><br>Booga, Tank Girl’s husband, is being wooed by Hollywood agents but Tank Girl is missing and his resolve is crumbling, fast! Tele, their TV-headed son, sets out on a mercy dash to find his mother... in the process triggering a chain of events that will see Tank Girl, not only, face death itself, the siren call of Goth rock and a cyclopean hotel proprietor, but also a host of other scenes and characters based on <em>The Odyssey</em>... give or take the odd — ahem — “idiosyncratic” <em>Tank Girl </em>twist. With a new introduction from Alan Martin.","Comics & Graphic Novels / Science Fiction","English","2014-01-21 19:03:46","2314381","2014-09-27 04:21:48","2014-09-14 22:53:38","26f5d5a80ee7dbcd35f0c29a351001fe",
"10","Martin, Alan|Hewlett, Jamie|Martin, Alan C|Martin, Alan C.","Tank Girl 2","9781845767594","Titan Books","2009-04-28","0","1,2,","Default,to-read,","0","Tank Girl (Remastered) (2)|Tank Girl|Remastered Edition|Bk. (2)|Hewlett and Martin's Tank Girl (2)|Tank Girl: Remastered (2)","120","","16.95","0","","","","Paperback","0","","","She’s back to wreck her own unique brand of havoc! From the depths of the outback she charges, astride her fabulous tank! Run for the Hills! It’s... Tank Girl!<br><br>Marking the 20th anniversary of Tank Girl and starting off where book one ended, these are the continuing adventures of everybody’s favourite beer-swilling, chain-smoking, kangaroo-worrying lunatic and all round style icon. After escaping from asylum, Tank Girl goes on the road with Jack Nicholson and Peter Fonda, solves a mystery or two and finds time to join Booga’s Treehouse Club. Featuring rarely seen material from Jamie Hewlett and presented for the first time ever, in chronological order. <br><br><em>Warning: Adults only!</em>","Comics & Graphic Novels / Science Fiction","English","2014-01-21 19:03:57","2314377","2014-09-27 04:21:55","2014-09-14 22:53:40","22a9f4ad7e23030419989f96a6af64ad",
"11","Moore, Alan|O'Neill, Kevin|Zone, Ray","League Of Extraordinary Gentlemen: Black Dossier, The","9781401203061","America's Best Comics","2007-11-13","0","1,","Default,","0","The League of Extraordinary Gentlemen|The League of Extraordinary Gentlemen (2.5)","208","","29.99","0","","","","Hardcover","0","","","<p>England in the mid 1950s is not the same as it was. The powers that be have instituted...some changes. The League of Extraordinary Gentlemen have been disbanded and disavowed, and the country is under the control of an iron-fisted regime. Now, after many years, the still youthful Mina Murray and a rejuvenated Allan Quatermain return and are in search of some answers. Answers that can only be found in a book buried deep in the vaults of their old headquarters, a book that holds the key to the hidden history of the League throughout the ages: The Black Dossier. As Allan and Mina delve into the details of their precursors, some dating back centuries, they must elude their dangerous pursuers who are Hell-bent on retrieving the lost manuscript... and ending the League once and for all.<br><br><em>The League of Extraordinary Gentlemen: Black Dossier</em> is an elaborately designed, cutting edge volume that will include a  Tijuana Bible  insert and a 3-D section complete with custom glasses, as well as additional text pieces, maps, and a stunning, cutaway double page spread of Captain Nemo's Nautilus submarine by acclaimed LOEG artist Kevin O Neill.</p>","Fiction / War & Military","English","2014-01-21 19:04:52","107009","2014-09-27 04:22:01","2014-09-14 22:53:43","1531d891d14dd49db570f44bc1592c13",
"12","Moore, Alan|O'Neill, Kevin|MOORE, O'NEILL","League Of Extraordinary Gentlemen: Century: 1910, The","9780861661602","Knockabout","2009","0","1,","Default,","0","The League of Extraordinary Gentlemen|The League of Extraordinary Gentlemen: Century (1)|The League of Extraordinary Gentlemen (3.1\\|Volume 3, Part 1)|The League of Extraordinary Gentlemen single issues (13)","80","","","0","","","","Paperback","0","","","Paperback: 80 pages\nPublisher: DC COMICS; First Printing edition (2009)\nLanguage: English\nISBN-10: 0861661605\nISBN-13: 978-0861661602\nProduct Dimensions: 10.1 x 6.4 x 0.2 inches\nShipping Weight: 8 ounces","","English","2014-01-21 19:05:09","6086314","2014-09-27 04:22:08","2014-09-14 22:53:45","4fe0fdb5085d4aed8c855b4bd43ddcd3",
"13","Moore, Alan|Lloyd, David|Whitaker, Steve|Dodds, Siobhan","V For Vendetta","9780930289522","Dc Comics/vertigo","1995-04-01","0","1,","Default,","0","V for Vendetta","286","","19.99","0","","","","Paperback","0","","","<p>A powerful story about loss of freedom and individuality, <em>V for Vendetta</em> takes place in a totalitarian England following a devastating war that changed the face of the planet. In a world without political freedom, personal freedom and precious little faith in anything comes a mysterious man in a white porcelain mask who fights political oppressors through terrorism and seemingly absurd acts. It's a gripping tale of the blurred lines between ideological good and evil.</p>","Comics & Graphic Novels / Science Fiction","English","2014-01-21 19:05:24","403459","2014-09-27 04:22:15","2014-09-14 22:53:48","5009e19da9ae01d1daac56c2b392a3d8",
"14","Mignola, Mike|Byrne, John|Mignola, Michael","Hellboy, Vol. 1: Seed Of Destruction","9781593070946","Dark Horse","2003-12-09","0","1,","Default,","0","Hellboy (1)|Hellboy graphic novels (1)|Hellboy","128","","17.99","0","","","","Paperback","0","","","<em>Hellboy</em> is one of the most celebrated comics series in recent years. The ultimate artists' artist and a great storyteller whose work is in turns haunting, hilarious, and spellbinding, Mike Mignola has won numerous awards in the comics industry and beyond. When strangeness threatens to engulf the world, a strange man will come to save it. Sent to investigate a mystery with supernatural overtones, Hellboy discovers the secrets of his own origins, and his link to the Nazi occultists who promised Hitler a final solution in the form of a demonic avatar.","Comics & Graphic Novels / Horror","English","2014-01-21 19:05:41","102458","2014-09-27 04:23:25","2014-09-14 22:53:50","3a0d3af681a7a183c255152c59a4172f",
"15","Mignola, Mike|Brosseau, Pat|Sinclair, James","Hellboy, Vol. 2: Wake the Devil","9781593070953","Dark Horse","2003-12-09","0","1,","Default,","0","Hellboy (2)|Hellboy graphic novels (2)|Hellboy","144","","17.99","0","","","","Paperback","0","","","Hellboy is one of the most celebrated comics series in recent years. The ultimate artists' artist and a great storyteller whose work is in turns haunting, hilarious, and spellbinding, Mike Mignola has won numerous awards in the comics industry and beyond. When strangeness threatens to engulf the world, a strange man will come to save it. Sent to investigate a mystery with supernatural overtones, Hellboy discovers the secrets of his own origins, and his link to the Nazi occultists who promised Hitler a final solution in the form of a demonic avatar.","Comics & Graphic Novels / Horror","English","2014-01-21 19:05:51","102459","2014-09-27 04:23:39","2014-09-14 22:53:52","21b2996bcccd08bd5d699c601ccea595",
"16","Mignola, Mike|Mignola, Michael|Sinclair, James|Hollingsworth, Matt|Brosseau, Pat|Stewart, James Sinclair; Matthew Hollingsworth; Dave","Hellboy, Vol. 3: the Chained Coffin and Others","9781593070915","Dark Horse","2004-02-03","0","1,","Default,","0","Hellboy (3)|Hellboy graphic novels (3)|Hellboy","168","","19.99","0","","","","Paperback","0","","","Mike Mignola's story notes accompany the long out-of-print stories, giving insight into their creation and inspiration. Some consider Mignola's short stories better than the full-length novels, and this collection makes a strong argument for that, especially with Mignola's masterpiece, ""The Corpse.""","Juvenile Nonfiction / Humor / Comic Strips & Cartoons","English","2014-01-21 19:06:01","102461","2014-09-27 04:23:55","2014-09-14 22:53:56","b747927b39bc3cd351eca1448e21fe52",
"17","Mignola, Mike|Brosseau, Pat|Mignola, Dave Stewart; Mike","Hellboy, Vol. 4: the Right Hand Of Doom","9781593070939","Dark Horse","2004-02-10","0","1,","Default,","0","Hellboy (4)|Hellboy graphic novels (4)|Hellboy","144","","17.99","0","","","","Paperback","0","","","The second collection of short stories by award-winning cartoonist Mike Mignola includes the 1999 hit series <em>Box Full of Evil</em>, The Right Hand of Doom, which concisely and thoroughly examines Hellboy's history, and <em>Pancakes</em>, Mignola's most hilarious and surprising story to date; and others—many presented here in color for the first time.","Comics & Graphic Novels / Horror","English","2014-01-21 19:06:09","102460","2014-09-27 04:24:15","2014-09-14 22:53:58","8f1f6f6ec2c23d0ee7092ce47a54c523",
"18","Ellis, Warren|Robertson, Darick|Ramos, Rodney|Eyring, Nathan|Robins, Clem","Transmetropolitan, Vol. 2: Lust For Life","9781401222611","Vertigo","1999-01-01","0","1,","Default,","0","Transmetropolitan (2)|New Edition","144","","14.99","0","","","","Paperback","0","","","Outlaw journalist Spider Jerusalem attacks the injustices of his surreal 21st Century through black humor as an investigative reporter for the newspaper The Word in this critically-acclaimed graphic novel series written by comics' superstar Warren Ellis, the co-creator of PLANETARY and THE AUTHORITY.<br><br>In this volume, Jerusalem targets three of society's most worshipped and warped pillars: politics, religion, and television. When Spider tries to shed light on the atrocities of these institutions, he finds himself fleeing a group of hitmen/kidnappers in possession of his ex-wife's frozen head, a distorted creature alleging to be his son, and a vicious talking police dog.","Comics & Graphic Novels / Science Fiction","English","2014-01-21 19:08:53","6314697","2014-09-27 04:24:21","2014-09-14 22:54:00","2ba83b8a28cf2cbbafd8242a5c564feb",
"19","Ellis, Warren|Robertson, Darick|Ramos, Rodney","Transmetropolitan, Vol. 3: Year Of the Bastard","9781401223120","Vertigo","1999-09-01","0","1,","Default,","0","Transmetropolitan (3)|New Edition","144","","14.99","0","","","","Paperback","0","","","Investigative reporter Spider Jerusalem attacks the injustices of the 23rd Century surroundings while working for the newspaper The Word in this critically-acclaimed graphic novel series written by comics superstar Warren Ellis, the co-creator of PLANETARY and THE AUTHORITY.<br><br>In this third volume, Spider Jerusalem begins to crumble under the pressure of sudden and unwanted fame. Having had enough of the warped 23rd century Babylon that he lives in, Spider escapes into a world of bitterness and pills. As he stumbles through this haze of depression and drugs, he must find a way to cover the biggest story of the year, the presidential election. Armed with only his demented mind and dark sense of humor, Spider embarks on an adventure of political cynicism, horrific sex, and unwelcome celebrity which culminates in a shocking and ruinous ending.","Comics & Graphic Novels / Science Fiction","English","2014-01-21 19:09:05","6475798","2014-09-27 04:24:28","2014-09-14 22:54:03","659ef8a628c3314e668833d3fd565912",
"20","Ellis, Warren|Robertson, Darick|Ramos, Rodney|Akin, Keith","Transmetropolitan, Vol. 4: the New Scum","9781401224905","Vertigo","2000-09-01","0","1,","Default,","0","Transmetropolitan (4)|New Edition","160","","14.99","0","","","","Paperback","0","","","Investigative reporter Spider Jerusalem attacks the injustices of the 23rd Century surroundings while working for the newspaper The Word in this critically-acclaimed graphic novel series written by comics superstar Warren Ellis, the co-creator of PLANETARY and THE AUTHORITY.","Comics & Graphic Novels / Science Fiction","English","2014-01-21 19:09:17","6941759","2014-09-27 04:24:34","2014-09-14 22:54:06","ec61d4e0631fb5be13ed0067fe4e423a",
"21","Ellis, Warren|Robertson, Darick|Ramos, Rodney","Transmetropolitan, Vol. 5: Lonely City","9781401228194","Dc Comics","2009-12-08","0","1,","Default,","0","Transmetropolitan (5)|New Edition","144","","14.99","0","","","","Paperback","0","","","Written by Warren Ellis Art by Darick Robertson and Rodney Ramos Cover by Jim Lee  Continuing the acclaimed tale of the day-to-day trials and tribulations of Spider Jerusalem, this new printing of volume five, collecting issues #25-30, has the  no-holds-barred investigative reporter delving into the city's police corruption.  Advance-solicited; on sale December 2 o 144 pg, FC, $14.99 US MATURE READERS","Comics & Graphic Novels / Science Fiction","English","2014-01-21 19:09:40","7599985","2014-09-27 04:24:40","2014-09-14 22:54:08","59563e3216d75f599910e938b4c51316",
"22","Gaiman, Neil|McKean, Dave|Klein, Todd","Black Orchid","9780930289553","Vertigo","1991-09-01","0","1,","Default,","0","Black Orchid (2)|Black Orchid","160","","19.99","0","","","","Paperback","0","","","FOR USE IN SCHOOLS AND LIBRARIES ONLY. Before introducing the modern version of The Sandman, Neil Gaiman wrote this dark tale that reinvented a strange DC Comics super hero in the Vertigo mold.","Fiction / Science Fiction / General","English","2014-01-21 19:09:57","47700","2014-09-27 04:24:47","2014-09-14 22:54:11","77518fcad29b672bbc20051132c4df2b",
"23","Gaiman, Neil|Bolton, John|Hampton, Scott|Vess, Charles|Johnson, Paul|Zelazny, Roger","Books Of Magic, The","9781563890826","Dc Comics","1993-04-14","0","1,","Default,","0","The Books of Magic (0)|DC Comics Crossovers|The Books of Magic (0.5\\|Collection 0)|The Sandman (1991\\|Guest Appearance 1991)|Hellblazer (351\\|Special event cameo)","200","","19.99","0","","","","Paperback","0","","","A quartet of fallen mystics dubbed the ""TrenchCoat Brigade"" is introduced in this first collection of the adventures of Timothy Hunter. John Constantine, the Phantom Stranger, Dr. Occult, and Mister E take Hunter on a tour of the magical realms. Along the way he's introduced to Vertigo's greatest practitioners of magic and must choose whether or not to join their ranks.","Comics & Graphic Novels / Fantasy","English","2014-01-21 19:10:08","17727","2014-09-27 04:24:53","2014-09-14 22:54:13","c1a9596a0fde11e82c7446e4efdb33c8",
"24","Rucka, Greg|Lark, Michael","Lazarus, Vol. 1: Family","9781607068099","Image Comics","2013-10-09","0","1,","Default,","0","Lazarus (1)|Lazarus GN (1)","96","","9.99","0","","","","Paperback","0","","","Eisner-winning team of Rucka and Lark's critically acclaimed new series about Forever Carlyle, the Lazarus of the Carlyle Family. <br><br>In a dystopian near-future, government is a quaint concept, resources are coveted, and possession is 100% of the law. A handful of Families rule, jealously guarding what they have and exploiting the Waste who struggle to survive in their domains. Forever Carlyle defends her family's holdings through deception and force as their protector, their Lazarus. Shot dead defending the family home, Forever's day goes downhill from there...<br><br>Collects LAZARUS #1-4 and previously only-available-online, four-page short, ""Family: Prelude.""","Fiction / Dystopian","English","2014-01-21 19:10:19","18259637","2014-09-27 04:24:59","2014-09-14 22:54:17","946c714f783df427769853d554457090",
"25","Vasquez, Jhonen","Squee's Wonderful Big Giant Book Of Unspeakable Horrors","9780943151243","Slg Publishing","1998-08-01","0","1,","Default,","0","Squee! (10\\|collection)","144","","15.95","0","","","","Paperback","0","","","Squee's Wonderful Big Giant Book of Unspeakable Horrors  collects together the four issues of the Squee comic book series from  SLG Publishing. It also contains reprints from the popular Jhonny the  Homicidal Maniac series that didn't appear in the JTHM: Director's Cut  book.","Comics & Graphic Novels / General","English","2014-01-21 19:10:30","157313","2014-09-27 04:25:45","2014-09-14 22:54:19","6ef37123af116ff79a516774da153191",
"26","Delano, Jamie|Veitch, Rick|Ridgway, John|Alcala, Alfredo|Mandrake, Tom","Hellblazer, Vol. 1: Original Sins","9781401230067","Dc Comics","2011-03-08","0","1,","Default,","0","Hellblazer (1)|Hellblazer de Jamie Delano (1)|New Edition|Hellblazer New Editions|Hellblazer (1201\\|1-9)|#1-9","304","","19.99","0","","","","Paperback","0","","","The very first Hellblazer collection ORIGINAL SINS is available in a new edition that includes John Constantine’s appearances in SWAMP THING. This is the first of a series of new HELLBLAZER editions starring Vertigo’s longest running antihero, John Constantine, England’s chain-smoking, low-rent magus.This first collection is a loosely connected series of tales of John’s early years where Constantine was at his best and at his worst, all at the same time.","Comics & Graphic Novels / Horror","English","2014-01-21 19:10:40","9041662","2014-09-27 04:25:51","2014-09-14 22:54:22","64c60a763cc1c6861cd340096c6269a9",
"27","Delano, Jamie|Lloyd, David|Rayner, Richard Piers|Buckingham, Mark|Talbot, Bryan|Delano, Jaime","Hellblazer, Vol. 2: the Devil You Know","9781401233020","Vertigo","2012-01-03","0","1,","Default,","0","Hellblazer (2)|New Edition|Hellblazer New Editions|Hellblazer (1202\\|10-13,Annual 1,The Horrorist)|#10-13 ∙ Annual ∙ The Horrorist","264","","19.99","0","","","","Paperback","0","","","To Hell and Back<br>It's been a long and difficult road for John Constantine – one that's left him with demon's blood in his veins and dead friends' voices in his head.<br><br>Still, with his sharp tongue and unequaled shrewdness, the sorcerer from Liverpool has manged to raise himself to a position as rarefied as it is dangerous: being the magician of last resort for a world under constant siege from the forces of chaos and evil.  That same rough path has also sharpened his mind, and taught him a thing or two about ruthlessness.  Now, with the outcome of an ancient prophecy hanging on his actions, it's time for Constantine to bring the scales of justice back into balance – at Hell's expense.<br><br>Continuing the collection of original Hellblazer writer Jaime Delano's celebrated run on this signature Vertigo series, ""The Devil You Know"" reprints issues 10-13 and the first Annual of the groundbreaking title as well as the acclaimed 2-issue Prestige Format miniseries ""The Horrorist"", illustrated by ""V for Vendetta"" co-creator David Lloyd. [back cover]","Comics & Graphic Novels / Horror","English","2014-01-21 19:11:28","11938931","2014-09-27 04:25:57","2014-09-14 22:54:24","d3ed0f0f9363a9e605e2fcca95b40c59",
"28","Gaiman, Neil|Fabry, Glenn|Manara, Milo|Prado, Miguelanxo|Quitely, Frank|Russell, P. Craig|Sienkiewicz, Bill|Storey, Barron|Klein, Todd","Sandman, The: Endless Nights (Sandman","9781401200893","Vertigo","2003-10-01","0","1,","Default,","0","The Sandman (12)|Graphic Novels)|The Sandman: Death (2003\\|Short Story 2003)","160","","24.95","0","","","","Hardcover","0","","","Before becoming a <em>New York Times</em> two-time best-selling author, Neil Gaiman revolutionized the comic-book arena with THE SANDMAN. The most acclaimed and award-winning comic series of the last decade, THE SANDMAN is a rich blend of modern myth and dark fantasy, in which contemporary fiction, historical drama and legend are seamlessly interwoven. THE SANDMAN set new standards for comics literature, and the ten volumes of THE SANDMAN library are seen today as one of the high-watermarks of the medium.<br><br>THE SANDMAN: ENDLESS NIGHTS will be a delight to fans of Gaiman's work and newcomers to the graphic novel. Whether haunting, bittersweet, erotic or nightmarish, the seven stories in this book - one for each of the Endless siblings - reveal strange secrets and surprising truths. Each story is illustrated by some of the greatest comic artists from around the world.<br><br><strong>P. Craig Russell</strong> draws the story of DEATH and one day, two hundred yeas ago, on an island in the Venice lagoon - a day that goes on forever.<br><br><strong>Milo Manara</strong> pains a a story of love and DESIRE in ancient times as a beautiful young woman gets everything she wants... at a price.<br><br>&lt;<strong>Bill Stienkiewicz</strong> shows us who gets to enter DELIRIUM's realm to perform a strange rescue missions.<br><br><strong>Miguelanxo Prado</strong> takes us back for a DREAM of the dawn of time, when stars spoke and even the Endless were young.<br><br><strong>Barron Storey</strong> creates fifteen heartrending portraits of DESPAIR.<br><br><strong>Glenn Fabry</strong> draws a story of archaeologists uncovering the future and learning a little too much about DESTRUCTION.<br><br><strong>Frank Quitely</strong> draws a final commentary of the DESTINY of these Endless Nights.<br><br><strong>Neil Gaiman</strong> always promised he would return to the world of THE SANDMAN. Now, aided by some of the finest international artist, he has returned to the characters he made famous, to bring us new dreams... and nightmares.","Fiction / Fantasy / Collections & Anthologies","English","2014-01-21 19:11:43","597626","2014-09-27 04:26:03","2014-09-14 22:54:28","0327c02df4fc16f747b6f5b678a3524b",
"30","Thompson, Craig","Habibi","9780375424144","Pantheon","2011-09-20","0","1,","Default,","0","","672","","35.0","0","","","","Hardcover","0","","","<strong>From the internationally acclaimed author of <em>Blankets </em>(“A triumph for the genre.”</strong><em>—</em><strong><em>Library Journal</em>), a highly anticipated new graphic novel.</strong><br><strong> </strong><br>Sprawling across an epic landscape of deserts, harems, and modern industrial clutter, <em>Habibi</em> tells the tale of Dodola and Zam, refugee child slaves bound to each other by chance, by circumstance, and by the love that grows between them. We follow them as their lives unfold together and apart; as they struggle to make a place for themselves in a world (not unlike our own) fueled by fear, lust, and greed; and as they discover the extraordinary depth—and frailty—of their connection.<br> <br>At once contemporary and timeless, <em>Habibi </em>gives us a love story of astounding resonance: a parable about our relationship to the natural world, the cultural divide between the first and third worlds, the common heritage of Christianity and Islam, and, most potently, the magic of storytelling.","Comics & Graphic Novels / General","English","2014-01-21 19:12:21","10138607","2014-09-27 04:26:09","2014-09-14 22:54:31","1f2e46ba370593f6008854c0df8dd3a1",
"31","Thompson, Craig","Carnet de Voyage","9781891830600","Top Shelf Productions","2004-08-03","0","1,","Default,","0","Travel Journal","224","","14.95","0","","","","Paperback","0","","","Craig Thompson spent three months traveling through Barcelona, the Alps, and France, as well as Morocco, researching his next graphic novel, <em>Habibi</em>. Spontaneous sketches and a travelogue diary document his adventures and quiet moments, creating a raw and intimate portrait of countries, culture and the wandering artist.","Travel / Essays & Travelogues","English","2014-01-21 19:12:34","37261","2014-09-27 04:26:15","2014-09-14 22:54:34","2657ab8d3bc64c46fe31e0f058a48772",
